Nhóm ngành,Ngành,Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn 2024
Kế toán - Kiểm toán,Kiểm toán,Trường Đại Học Tài Chính Ngân Hàng Hà Nội,7340302,Kiểm toán,A00; A01; D01; C04,23.75
Kế toán - Kiểm toán,Kiểm toán,Trường Đại Học Điện Lực,7340302,Kiểm toán,A00; A01; D07; D01,21.5
Kế toán - Kiểm toán,Kiểm toán,Trường Đại Học Kinh Tế – Đại Học Huế,7340302,Kiểm toán,A00; A01; C15; D01,17
Kế toán - Kiểm toán,Kiểm toán,Đại Học Duy Tân,7340302,Kiểm toán,A00; A16; C01; D01,16
Kế toán - Kiểm toán,Kiểm toán,Trường Đại Học Kinh Tế Tài Chính TPHCM,7340302,Kiểm toán,A00; A01; D01; C01,16
Kế toán - Kiểm toán,Kiểm toán,Trường Đại học Tài chính Quản trị kinh doanh,7340302,Kiểm toán (Chuyên ngành: Kiểm toán),A00; A01; D01; C03,15
Kế toán - Kiểm toán,Kiểm toán,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340302,Kiểm toán,A01; D01; D07; D11,15
Kế toán - Kiểm toán,Kiểm toán,Trường Đại Học Văn Hiến,7340302,Kiểm toán,A00; A01; C02; D01,16
Kế toán - Kiểm toán,Kiểm toán,Trường Đại Học Hồng Đức,7340302,Kiểm toán,A00; C04; C14; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Học Viện Ngân Hàng,BANK01,Ngân hàng (Chương trình chất lượng cao),A00; A01; D01; D07,34
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Học Viện Ngân Hàng,BANK02,Ngân hàng,A00; A01; D01; D07,26.2
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Học Viện Ngân Hàng,BANK03,Ngân hàng số,A00; A01; D01; D07,26.13
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Học Viện Ngân Hàng,BANK05,"Ngân hàng và Tài chính quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,24
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Học Viện Ngân Hàng,BANK06,Ngân hàng và Tài chính quốc tế (Chương trình Chất lượng cao),A00; A01; D01; D07,33.8
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Đại Học Kinh Tế TPHCM,7340201_01,Tài chính công,A00; A01; D01; D07,25.5
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Đại Học Kinh Tế TPHCM,7340201_03,Ngân hàng,A00; A01; D01; D07,25.6
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Học Viện Ngân Hàng (Phân Viện Bắc Ninh),BANK02,Ngân hàng,A00; A01; D01; D07,22.85
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,7340201_01,Ngân hàng,A00; A01; D01; D07,18
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,7340201_03,Thuế,A00; A01; D01; D07,17
Tài chính - Ngân hàng - Bảo hiểm,Ngân hàng,Học Viện Ngân Hàng (Phân Viện Phú Yên),BANK02,Ngân hàng,A00; A01; D01; D07,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Đại Học Kinh Tế Quốc Dân,7340201,Tài chính-Ngân hàng,A00; A01; D01; D07,27.3
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Đại Học Bách Khoa Hà Nội,EM5,Tài chính-Ngân hàng,A00; A01; D01,25.91
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Học Viện Tài chính,73402011,Tài chính - Ngân hàng 1,A00; A01; D01; D07,26.38
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Học Viện Tài chính,73402012,Tài chính - Ngân hàng 2,A00; A01; D01; D07,26.85
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Học Viện Tài chính,73402013,Tài chính - Ngân hàng 3,A00; A01; D01; D07,26.22
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Học Viện Ngân Hàng,BANK04,"Tài chính-Ngân hàng (Liên kết với Đll Sunderland, Anh quốc, cấp song băng)",A00; A01; D01; D07,24.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Thương Mại,TM14,Kế toán (Kế toán công),A00; A01; D01; D07,26.15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Thương Mại,TM15,Kiểm toán (Kiểm toán),A00; A01; D01; D07,25.1
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Thương Mại,TM16,Kiểm toán (Kiểm toán tích hợp chứng chỉ quốc tế ICAEW CFAB),A00; A01; D01; D07,25.95
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Thương Mại,TM38,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp) - Chương trình đào tạo định hương chuyên sâu nghề nghiệp quốc tế - IPOP,A00; A01; D01; D07,25.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Thủ Đô Hà Nội,7340201,Tài chính - Ngân hàng,A00; A01; D01; D96,24.49
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Giao Thông Vận Tải,7340201,Tài chính - Ngân hàng,A00; A01; D01; D07,25.46
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Công Nghiệp Hà Nội,7340201,Tài chính - Ngân hàng,A00; A01; D01,24.74
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Công Nghiệp TPHCM,7340201,Tài chính ngân hàng gồm 02 chuyên ngành: Ngân hàng; Tài chính,A00; A01; D01; D96,24
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Công Nghiệp TPHCM,7340201C,Tài chính ngân hàng gồm 02 chuyên ngành: Ngân hàng; Tài chính,A00; A01; D01; D96,21.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,7340201DKD,Tài chính - Ngân hàng,A00; A01; C01; D01,17.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,7340201DKK,Tài chính - Ngân hàng,A00; A01; C01; D01,23.2
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Công Thương TPHCM,7340201,Tài chính ngân hàng,A00; A01; D01; D10,23
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Phenikaa,FBE3,Tài chính - Ngân hàng,A00; A01; D01; D07,21
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Hà Nội,7340201,Tài chính - Ngân hàng,D01,32.53
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Thủ Dầu Một,7340201,Tài chính - Ngân hàng,A00; A01; D01; A16,21.4
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Thăng Long,7340201,Tài chính ngân hàng,A00; A01; D01; D07,24.31
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Thủy Lợi,TLA408,Tài chính - Ngân hàng,A00; A01; D01; D07,24.88
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tôn Đức Thắng,7340201,Tài chính - Ngân hàng,A00; A01; D01; D07,33
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tôn Đức Thắng,D7340201,Tài chính - Ngân hàng - Chương trình dự bị đại học bằng tiếng Anh,A01; D01,26
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tôn Đức Thắng,F7340201,Tài chính - Ngân hàng - Chất lượng cao,A00; A01; D01; D07,28.7
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tôn Đức Thắng,FA7340201,Tài chính - Ngân hàng - Chương trình đại học bằng tiếng Anh,E04; E06; D01; A01,26
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,7340201,Tài chính - Ngân hàng,A01; D01; D09; D10,33.62
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Cần Thơ,7340201,Tài chính - Ngân hàng,A00; A01; C02; D01,24.8
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Cần Thơ,7340201C,Tài chính - Ngân hàng (CTCLC),A01; D01; D07,23.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Sài Gòn,7340201,Tài chính - ngân hàng,D01,23.26
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340201_404,Tài chính - Ngân hàng,A00; A01; D01; D07,26.17
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340201_404E,Tài chính - Ngân hàng (Tiếng Anh),A00; A01; D01; D07,25.2
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tài Chính Marketing,7340201,Tài chính – Ngân hàng,A00; A01; D01; D96,24.6
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tài Chính Marketing,7340201_TH,Tài chính – Ngân hàng,A00; A01; D01; D96,22.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7340201,Tài chính - Ngân hàng,A00; A01; D01; C01,24.07
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Nha Trang,7340201,Tài chính - Ngân hàng,D01; D14; D15; D96,21
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7340201,Tài chính – Ngân hàng,A00; A01; D01; D07,22.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Hùng Vương,7340201,Tài chính - Ngân hàng,A00; A01; A09; D01,18
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Hải Phòng,7340201,Tài chính - Ngân hàng,A00; A01; C01; D01,19.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Học Viện Chính Sách và Phát Triển,7340201,Tài chính - Ngân hàng,A00; A01; D01; D07,25.26
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Mở Hà Nội,7340201,Tài chính - Ngân hàng,A00; A01; D01,23.48
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Công Đoàn,7340201,Tài chính - Ngân hàng,A00; A01; D01,23.61
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Hàng Hải Việt Nam,D411,Quản trị tài chính ngân hàng,A00; A01; C01; D01,24.25
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Vinh,7340201,Tài chính ngân hàng (Chuyên ngành Tài chính doanh nghiệp; chuyên ngành Ngân hàng thương mại),A00; A01; D01; D07,18.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học An Giang - Đại học Quốc gia TPHCM,7340201,Tài chính - Ngân hàng,A00; A01; C15; D01,22.56
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Đồng Tháp,7340201,Tài chính - Ngân hàng,A00; A01; D01; D10,19.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tây Nguyên,7340201,Tài chính – Ngân hàng,A00; A01; D01; D07,20.55
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Quy Nhơn,7340201,Tài chính - Ngân hàng,A00; A01; D01,20.25
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Tế – Đại Học Đà Nẵng,7340201,Tài chính ngân hàng,A00; A01; D01; D90,25
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Hải Dương,7340201,Tài chính - Ngân hàng,A00; A01; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Hà Tĩnh,7340201,Tài chính - Ngân hàng,A00; C04; C14; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Ngân Hàng TPHCM,7340201,Tài chính ngân hàng,A00; A01; D01; D07,25.47
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Ngân Hàng TPHCM,7340201_TABP,Tài chính ngân hàng (Tiếng Anh bán phần),A00; A01; D01; D07,24.1
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Lao Động – Xã Hội,7340201,Tài chính - Ngân hàng,A00; A01; D01,23.14
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Bạc Liêu,7340201,Tài chính - ngân hàng,A00; A01; D01; D90,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Lao Động – Xã Hội (Cơ sở II),7340201,Tài chính - Ngân hàng,A00; A01; D01,22.6
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,7340201,Tài chính - Ngân hàng,A00; C01; C02; D01,21.35
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Trà Vinh,7340201,Tài chính - Ngân hàng,A00; A01; C01; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Mở TPHCM,7340201,Tài chính - Ngân hàng,A00; A01; D01; D07,23.2
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Mở TPHCM,7340201C,Tài chính – Ngân hàng Chất lượng cao,D07; A01; D01; D96,18
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tài Chính Ngân Hàng Hà Nội,7340201,Tài chính - Ngân hàng,A00; A01; D01; C04,23.75
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Mỏ Địa Chất,7340201,Tài chính - Ngân hàng,A00; A01; D01; D07,23.75
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Điện Lực,7340201,Tài chính - Ngân hàng,A00; A01; D07; D01,22.35
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Phương Đông,7340201,Tài chính ngân hàng,A00; A01; D01,16
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kiến Trúc Đà Nẵng,7340201,Tài chính - ngân hàng,A00; A01; B00; D01,19.5
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,7340201,Tài chính - Ngân hàng,A00; A01; D10; C14,21
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Nguyễn Tất Thành,7340201,Tài chính ngân hàng,A00; A01; D01; D07,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Tế – Đại Học Huế,7340201,Tài chính - Ngân hàng,A00; D01; D03; D96,18
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Đại Học Duy Tân,7340201,Tài chính - Ngân hàng,A00; A16; C01; D01,16
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Nam Cần Thơ,7340201,Tài chính - Ngân hàng,A00; A01; C04; D01,16
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Quốc Tế Hồng Bàng,7340201,Tài Chính - Ngân Hàng,A00; A01; D01; C01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Tân Tạo,7340201,Tài chính ngân hàng,A00; A01; D01; D07,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Cửu Long,7340201,Tài chính - Ngân hàng,A00; A01; D01; C04,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Văn Lang,7340201,Tài chính - ngân hàng,A00; A01; C04; D01,16
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Hòa Bình,7340201,Tài chính ngân hàng,A00; A01; D01; D96,17
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Đại Nam,7340201,Tài chính - Ngân hàng,A00; C01; C14; D01,17
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Võ Trường Toản,7340201,Tài chính – Ngân hàng,A00; A01; D01; D07,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Đông Á,7340201,Tài chính – Ngân hàng,A00; A01; D01; D78,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tây Đô,7340201,Tài chính ngân hàng,A00; A01; D01; C04,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Công Nghệ TPHCM,7340201,Tài chính - Ngân hàng,A00; A01; C01; D01,18
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Đông Đô,7340201,Tài chính - Ngân hàng,A00; A01; B00; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Lạc Hồng,7340201,Tài chính - Ngân hàng,A00; A01; D01; C01,15.1
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Thành Đông,7340201,Tài chính ngân hàng,A00; A01; A07; D01,14
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Bình Dương,7340201,Tài chính - Ngân hàng,A01; A09; C00; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Lương Thế Vinh,7340201,Tài chính - Ngân hàng,A00; A01; C01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Bà Rịa – Vũng Tàu,7340201,Tài chính - Ngân hàng,A00; A01; C00; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Bà Rịa – Vũng Tàu,7340201TL,Tài chính ngân hàng & Luật,A00; A01; C19; D01,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7340201,Tài chính - Ngân hàng,A00; A01; C04; D01,14
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Kinh Tế Tài Chính TPHCM,7340201,Tài chính - ngân hàng,A00; A01; D01; C01,16
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại học Tài chính Quản trị kinh doanh,7340201,Tài chính - Ngân hàng (Chuyên ngành: Tài chính doanh nghiệp; Thuế; Ngân hàng; Thẩm định giá),A00; A01; D01; C14,15
Tài chính - Ngân hàng - Bảo hiểm,Tài chính - Ngân hàng,Trường Đại Học Tiền Giang,7340201,Tài chính ngân hàng,A00; A01; D01; D90,15
